"Bug ID","Component","Assignee","Summary","Number of Comments","Votes","Depends on","Classification","Blocks","Hardware","Iteration","Keywords"
1039484,"Developer Tools: WebIDE","bgrinstead@mozilla.com","Prevent closing WebIDE if any file hasn't been saved",26,0,,"Client Software",1011026,"x86_64","---",
1042825,"Developer Tools: WebIDE","bgrinstead@mozilla.com","Pressing undo twice after loading a file clears out the content",7,0,,"Client Software",1011026,"All","---",
1047148,"Developer Tools: Inspector","bgrinstead@mozilla.com","[markup view] Dark theme has overlapping scrollbars when editing outer HTML",18,0,,"Client Software",1064248,"All","---",
1060041,"Developer Tools: WebIDE","bgrinstead@mozilla.com","Project Editor: Do not expand folders in project tree by default",10,0,,"Client Software",1060362,"x86","---",
1075415,"Theme","bgrinstead@mozilla.com","Bookmarks chevron does not get inverted with dark lightweight themes",17,0,,"Client Software","1053434, 1085556","All","---",
1082108,"Theme","bgrinstead@mozilla.com","Add a way to toggle the devedition theme from customize mode",9,0,1094138,"Client Software",1053434,"All","---",
1093374,"Theme","bgrinstead@mozilla.com","Devedition Theme: New tab and all tab buttons have the default toolbar background color on OSX when tabs aren't in titlebar and with overflowing tabs",11,0,,"Client Software","1053434, 1054353","All","---",
1094782,"Theme","bgrinstead@mozilla.com","Tab scroll buttons unnecessarily visible",20,0,1093820,"Client Software",1053434,"All","---",
815952,"Private Browsing","birunthan@mohanathas.com","Remove the ""clear clipboard on exit"" during Private Browsing",43,9,,"Client Software",,"All",33.3,
952925,"Private Browsing","birunthan@mohanathas.com","No quit warning or multiple tab quit warning in Private Browsing Mode, even with about:config options set True",21,0,,"Client Software",,"x86_64","---",
1009370,"General","birunthan@mohanathas.com","Implement new visual style for private browsing mode in-content page",35,0,"1059243, 1062843","Client Software",,"All",34.3,
1009812,"Theme","birunthan@mohanathas.com","New error page is poor color contrast.",27,1,,"Client Software",982347,"All",34.1,"access, regression"
1012526,"General","bmcbride@mozilla.com","UITour.jsm only registers with UITelemetry when it's lazily imported on-demand",11,0,,"Client Software",1014460,"All","---",
1014460,"General","bmcbride@mozilla.com","Extend the retention period of UITour.seenPageIDs",16,0,"974086, 1012526","Client Software",,"All","---",
1024073,"Plugin Click-To-Activate Whitelist","bmcbride@mozilla.com","Roblox Plugin launcher is not whitelisted, hampering user experience",21,0,,"Client Software",,"All",34.1,
1024965,"Plugin Click-To-Activate Whitelist","bmcbride@mozilla.com","Plugin whitelist request: Nexus Personal (not the same as BankID)",19,0,,"Client Software",,"All",34.1,
1029654,"Plugin Click-To-Activate Whitelist","bmcbride@mozilla.com","Request for whitelisting Box Edit plugin",19,0,,"Client Software",,"All",34.1,
1039028,"General","bmcbride@mozilla.com","Provide info when ""Show More Information"" is selected for the OpenH264 plugin in the addon manager",51,0,"985249, 1009909","Client Software",948160,"x86_64",35.2,
1070778,"Location Bar","bmcbride@mozilla.com","Selecting a moz-action: result then typing more can result in ""Search X for moz-action:..."" item",26,0,1067903,"Client Software","995091, 1038614","All",36.3,
1073846,"Location Bar","bmcbride@mozilla.com","Wrong URL loads after autofill of a hostname that matches a search engine, e.g. https://twitter.com/search-home",24,0,,"Client Software","995091, 1071461, 1071481","All",35.3,"regression, reproducible"
1008615,"RSS Discovery and Preview","bobbyholley@gmail.com","Unable to select RSS handler other than Live Bookmarks (nothing changes the selection, only ""choose application"" works)",33,0,,"Client Software",986730,"x86_64",33.2,"regression"
998207,"Menus","brnet00@gmail.com","Privacy policy url has changed",17,0,,"Client Software",,"All","---",
989099,"Toolbars and Customization","bwinton@mozilla.com","[UX] Improve transition of subview panel",11,0,,"Client Software","971768, 982331, 1010287","x86","---",
1026568,"Search","bwinton@mozilla.com","about:newtab search should show placeholder text, even when logo is showing",31,0,"962490, 1102922","Client Software",,"All",36.2,
1036908,"General","bwinton@mozilla.com","Log selections of searchSuggestTable in about:home.",22,0,"612453, 1035583","Client Software","1036912, 1036925","x86",35.1,
1036912,"General","bwinton@mozilla.com","Log selections of searchSuggestTable in newtab.",17,0,"1028985, 1035583, 1036908","Client Software",1036925,"x86",35.1,
1036914,"General","bwinton@mozilla.com","Log selections of awesomebar results that ""are like"" the url in the current search provider.",24,0,"1035583, 1040721","Client Software",1036916,"x86",35.1,
1038248,"General","bwinton@mozilla.com","Figure out how many urls with bogus protocols made from URL bar are going to Google rather than error pages.",16,0,"1035583, 1036917","Client Software",,"x86",33.3,
980043,"Tabbed Browser","c.ascheberg@gmx.de","[Australis] new tab button not moved out of tab overflow area when there is only one tab",18,0,,"Client Software","905695, 951928","x86_64","---",
980606,"Search","clarkbw@gnome.org","new tab search input affiliate codes",21,0,"980615, 1009318","Client Software",962490,"All","---",
881576,"Preferences","colmeiro@gmail.com","Convert storage quota notifications test to use in-content preferences",12,0,857868,"Client Software","718011, 1014201","All","---",
974641,"Preferences","colmeiro@gmail.com","Favicon for in-content preferences",19,1,,"Client Software","738796, 1014201","All","---",
1007881,"Preferences","colmeiro@gmail.com","The ""When Firefox starts: Show my tabs and bookmarks from last time"" dropdown is too narrow in the in-content preferences",12,0,993369,"Client Software","718011, 1014201, 1017594","All","---",
1014698,"Preferences","colmeiro@gmail.com","Unable to see the keyboard focus indicator on the category list of in-content preferences",16,0,,"Client Software","1014201, 1029586","All","---",
1017594,"Preferences","colmeiro@gmail.com","in-content preferences: size no longer shown in font size dropdown",5,0,1007881,"Client Software",1014201,"All","---","regression"
1020245,"Preferences","colmeiro@gmail.com","calling openPreferences from utilityOverlay.js with a paneID doesn't work for in-content preferences if the preference tab isn't opened yet",23,0,,"Client Software","976574, 1014201, 1042300","All","---",
1003653,"Extension Compatibility","cpeterson@mozilla.com","[e10s] ""YouTube High Definition"" addon does not automatically change YouTube video settings",20,0,,"Client Software",905436,"All","---",
637608,"Theme","dao@mozilla.com","Tab-strip overflow/scroll arrows seem to have inverted enabled/disabled state icons with some Gtk themes",26,3,1012629,"Client Software","580970, 947356","x86","---","regression"
848460,"General","dao@mozilla.com","Reduce browser.slowStartup.timeThreshold to a more aggressive value",19,0,836010,"Client Software",1015619,"All","---",
867317,"Theme","dao@mozilla.com","Implement transition for showing and hiding toolbars",23,4,"1028569, 1028872, 1037303","Client Software",,"All","---",
878020,"Theme","dao@mozilla.com","Add inner shadows to the tab bar's scrollbox when overflowing",92,0,"1024496, 1024497, 1025486","Client Software",732583,"All","---",
947356,"Theme","dao@mozilla.com","On a dark/black toolbar, icons are too dark, need lighter color for more contrast (inverted icons?).",16,3,"572485, 637608, 994623, 1012629","Client Software","872617, 874674, 939862","x86_64",33.2,"regression"
987859,"Theme","dao@mozilla.com","Australis: Top of page invisible in DOM full screen when coming from restored window with the menu bar hidden",52,0,,"Client Software",872617,"x86_64","---","regression"
990322,"New Tab Page","dao@mozilla.com","[New Tab Page] Don't show multiple thumbnails from the same eTLD+1",28,1,1055825,"Client Software","1010628, 1030832, 1045760, 1057602","All",34.2,
992637,"Theme","dao@mozilla.com","Remove the background color from subview headers and make them all-caps instead such that the background matches the panel arrow color",35,0,,"Client Software",872617,"All",35.3,
1001471,"Theme","dao@mozilla.com","My back button is trying to eat the plugin notification icon",16,0,1001995,"Client Software",997131,"All","---","regression"
1001871,"Theme","dao@mozilla.com","Sidebar close button is offset to the left",33,0,,"Client Software",865826,"All","---","addon-compat, regression"
1007229,"Theme","dao@mozilla.com","[Australis] Background tabs are unreadable when using a dark Windows high contrast theme on Windows 8/8.1",63,0,"907373, 1004576","Client Software","738491, 963950, 1008225","All","---","access, regression"
1008424,"Theme","dao@mozilla.com","Remove unintended gradient from the tab toolbar's background",14,0,"1014523, 1062311","Client Software","1003659, 1016742","x86_64","---",
1010628,"New Tab Page","dao@mozilla.com","Implement de-duping/merging multiple link providers for Directory Tiles",7,0,"988447, 990322, 1030892","Client Software",,"All",34.2,
1012629,"Theme","dao@mozilla.com","Infer from each toolbar's text color whether we should use inverted icons",29,2,"1008134, 1015572, 1061947","Client Software","343205, 513418, 637608, 947356, 994623","All","---","access"
1014523,"Theme","dao@mozilla.com","Missing bottom border on tabstrip on OS X",22,0,,"Client Software",1008424,"x86","---","regression"
1014587,"Theme","dao@mozilla.com","Simplify toolbar-menubar and TabsToolbar styling by never giving them a background color",5,0,,"Client Software",,"All","---",
1016056,"Theme","dao@mozilla.com","Replace #TabsToolbar::after with a top border on #nav-bar (like on Windows)",8,0,,"Client Software",1016742,"All","---",
1016834,"General","dao@mozilla.com","Replace errant NIGHTLY_BUILD ifdefs with E10S_TESTING_ONLY",6,0,,"Client Software","653064, 1004533","All","---",
1016942,"Theme","dao@mozilla.com","Implement workaround for bug 962594 to prevent hidden (display:none) loading throbbers from causing permanent CPU usage",23,0,"962594, 1017726","Client Software","759252, 1014808, 1014811, 1015569","All","---",
1018582,"Theme","dao@mozilla.com","Get rid of #navigator-toolbox::before and #TabsToolbar::after on OS X",15,0,,"Client Software",1016742,"All","---",
1022745,"General","dao@mozilla.com","Add UTM parameters to plugincheck URL in Firefox",16,0,,"Client Software",,"All",33.2,
1028569,"Theme","dao@mozilla.com","Bookmarks toolbar bounces when hiding on OS X",6,0,,"Client Software",867317,"All",33.2,"regression"
1034845,"Location Bar","dao@mozilla.com","Pasting data URIs to the location bar doesn't work after Bug 1018154",21,0,"1038119, 1038614, 1039904","Client Software",1018154,"All",33.3,"regression"
1037411,"Theme","dao@mozilla.com","Invert icons in the  menubar in dark themes on Linux",8,0,1083668,"Client Software",994623,"x86_64",33.3,
1038990,"Theme","dao@mozilla.com","Add a border on both side of the tab bar when using a lightweight theme",15,0,"1015157, 1075435","Client Software",1015148,"All",35.2,
1039904,"Tabbed Browser","dao@mozilla.com","Changing the URL in a pinned tab opens new tab instead",21,0,,"Client Software","1034845, 1064280","All",34.1,"regression"
1040810,"Theme","dao@mozilla.com","WebRTC sharing indicator on the toolbar doesn't get the right image region applied (except for hi-DPI OS X)",16,0,1043949,"Client Software",1037017,"All",34.1,"regression"
1041121,"Theme","dao@mozilla.com","Stop icon in context menu does not have inverted variant",10,0,1041969,"Client Software","1000513, 1016405","All",34.1,
1041969,"Theme","dao@mozilla.com","Disabled icons in context menu are invisible if hovered in High Contrast White theme",20,0,,"Client Software","1016405, 1041121","x86_64",34.1,
1057030,"Theme","dao@mozilla.com","The arrow on the Themes panel within customization mode has a color that doesn't match the buttons that are next to it",24,0,,"Client Software",1007336,"All",35.2,
1060623,"Toolbars and Customization","dao@mozilla.com","Theme switcher in customize mode can't handle many themes",18,0,,"Client Software",1007336,"x86",35.2,
1069089,"General","dao@mozilla.com","[e10s] Location bar gets focus when switching back to the previous tab after opening a new one",18,0,,"Client Software",1050447,"All",35.3,"regression"
1075435,"Theme","dao@mozilla.com","Borders of lightweight themes don't adapt in customization mode",29,0,,"Client Software",1038990,"x86",36.1,"regression"
1077740,"General","dao@mozilla.com","Reset legacy homepages to about:home",35,0,762966,"Client Software",,"All",36.1,
1079372,"General","dao@mozilla.com","Make the default browser notification bar yellow",14,0,,"Client Software",951627,"All",35.3,
1081156,"Tabbed Browser","dao@mozilla.com","[e10s] Switching tabs removes focus from the tab strip",6,0,,"Client Software",1009628,"All",36.1,"access, regression"
1101495,"Theme","dao@mozilla.com","Unwanted transparent borders above and below the tab bar when using a lightweight theme",7,0,,"Client Software",579208,"All",36.3,"regression"
907310,"Developer Tools: Framework","david+bugzilla@porkrind.org","(shift)+F5, Cmd/Ctrl+R should be available in Detached Devtools Window",69,4,864098,"Client Software",892157,"All","---",
1029797,"Page Info Window","dkeeler@mozilla.com","remove redundant ""Security information for this page"" section of Page Info window",5,0,,"Client Software",1029832,"x86_64","---",
988311,"Extension Compatibility","dmajor@mozilla.com","Roboform-cased crashes in nsACString_internal::SetCapacity(unsigned int, mozilla::fallible_t const&)",35,0,988345,"Client Software",,"x86","---","crash"
1076943,"General","dolske@mozilla.com","forget icon has white border (non-transparent background)",17,0,,"Client Software",1069300,"All","---",
1088137,"Toolbars and Customization","dolske@mozilla.com","Forget button can fail to clear cookies by running sanitizer too early",34,0,1094429,"Client Software",1069300,"All",36.1,
1089421,"Toolbars and Customization","dolske@mozilla.com","Forget button should call more attention to it closing all tabs/windows",14,0,,"Client Software",1069300,"All","---",
962948,"Session Restore","dteller@mozilla.com","[Session Restore] More Telemetry on Session Restore startup",19,0,936630,"Client Software","987592, 991683","All","---","perf"
989393,"Session Restore","dteller@mozilla.com","[Session Restore] Clean up old closed tabs and windows",26,1,,"Client Software",943352,"All","---","relnote"
1080055,"Tabbed Browser","dtownsend+bugmail@oxymoronical.com","[e10s] After a content process crash links to external sites from pinned tabs are opened in the same tab instead of opening a new tab",24,0,,"Client Software","961867, 999239","x86_64",36.1,
1001854,"Search","edilee@mozilla.com","Search field length does not consistent after toggle ""Hide the new tab page"" and restart",11,0,,"Client Software","962490, 977787","All","---","ux-consistency"
1019298,"New Tab Page","edilee@mozilla.com","Use Telemetry to count which directory links were shown in which tile position",18,0,972936,"Client Software","975235, 977787, 1034502","All",33.2,
1026561,"New Tab Page","edilee@mozilla.com","The New Tab Page should be smarter about showing more tiles when on large screens",58,2,"1031303, 1055825, 1057246","Client Software","1030832, 1055261, 1057602","All",34.2,
1036280,"New Tab Page","edilee@mozilla.com","Newly added links are type=undefined instead of history",9,0,911307,"Client Software",1036284,"All",33.3,
1036284,"New Tab Page","edilee@mozilla.com","Update styling of newtab tiles to enhanced tiles spec",37,0,"1036280, 1040282, 1043399, 1044477, 1044602, 1045751, 1045769, 1046693, 1048137, 1048148","Client Software","977787, 1030832, 1036299, 1057602, 1070758","All",34.1,
1036288,"New Tab Page","edilee@mozilla.com","Fix search box to 2 columns width instead of stretching all the way",8,0,,"Client Software","977787, 1030832","All",33.3,
1036299,"New Tab Page","edilee@mozilla.com","Show enhanced content image when the tile is unhovered",26,0,"1030892, 1036284, 1044067, 1050705, 1053937, 1071088","Client Software","977787, 1030832, 1042204, 1043525, 1045760, 1057602","All",34.1,
1037091,"New Tab Page","edilee@mozilla.com","Add gear button with doorhanger configuration of newtab page",20,0,"1037341, 1042204, 1051861, 1051865","Client Software","977787, 1030832, 1040369, 1056279, 1057602","All",34.2,
1037341,"New Tab Page","edilee@mozilla.com","Update pin and block with new icons",15,0,,"Client Software","977787, 1030832, 1037091, 1040369, 1045751, 1057602","All",34.1,
1039881,"New Tab Page","edilee@mozilla.com","use an empty directory tiles data source pref for beta 32",41,0,997440,"Client Software",1055150,"All",34.2,
1040369,"New Tab Page","edilee@mozilla.com","Replace sponsored icon with identifying text with overlay description",49,0,"974736, 974745, 1037091, 1037341, 1040282","Client Software","977787, 1030832, 1042214, 1057602, 1057781","All",34.3,
1042204,"New Tab Page","edilee@mozilla.com","Control the enhancement of history tiles with a pref",16,0,"1036299, 1050705","Client Software","977787, 1030832, 1037091, 1057602","All",34.2,
1043399,"New Tab Page","edilee@mozilla.com","Red and italic font used for newtab tiles' titles looks rather cheap",18,0,,"Client Software","977787, 1030832, 1036284, 1057602","All",34.1,
1044067,"New Tab Page","edilee@mozilla.com","Don't ship new tab page content on Android",10,0,,"Client Software","1036299, 1044079","All","---","regression"
1044602,"New Tab Page","edilee@mozilla.com","about:newtab tiles look different than anything else in the browser",38,1,,"Client Software","1030832, 1036284, 1054098, 1054099, 1054100, 1054101, 1057602, 1060707","x86_64",34.2,"regression"
1045760,"New Tab Page","edilee@mozilla.com","Enhance tiles more specifically than eTLD+1/baseDomain (e.g., no enhance bugzilla.mozilla.org for mozilla.org)",19,1,"990322, 1036299","Client Software",1050643,"All",34.3,
1045769,"New Tab Page","edilee@mozilla.com","Adjust new tab whitespace: whitespace sizing, positioning of undo box",16,0,1083831,"Client Software","1030832, 1036284, 1057602","All",34.2,
1046645,"General","edilee@mozilla.com","Mixed content favicon is shown when loading a SSL site right after opening a new tab",140,0,947079,"Client Software","973532, 1045009","All","---","reproducible"
1053530,"New Tab Page","edilee@mozilla.com","Enhanced Tiles intro text popup",35,0,,"Client Software","1030832, 1042214, 1056279, 1057602","All",34.3,
1055261,"New Tab Page","edilee@mozilla.com","Reduce new tab performance impact by only attempting to show 5 columns (from 8)",7,0,"1026561, 1055825","Client Software","1030832, 1057602","All",34.3,"perf"
1056279,"New Tab Page","edilee@mozilla.com","Turn off enhanced tiles feature for non-en-US Firefox 33 users",13,0,"1037091, 1042214, 1053530","Client Software","1056293, 1057602, 1073823","All",34.3,
1057602,"New Tab Page","edilee@mozilla.com","Uplift Enhanced Tiles to Firefox 33",11,0,"990322, 1026561, 1036284, 1036299, 1037091, 1037341, 1040369, 1042204, 1042214, 1042876, 1043399, 1044602, 1045751, 1045769, 1046693, 1048137, 1048148, 1053530, 1053937, 1055261, 1055825, 1056279, 1057404, 1058091, 1058935","Client Software",1073823,"All",34.3,"qaurgent"
1057781,"New Tab Page","edilee@mozilla.com","""The Nonprofit behind Fire Sponsored""",5,0,"1040369, 1042214","Client Software",,"All",34.3,
1058971,"New Tab Page","edilee@mozilla.com","[Legal]: text for sponsored tiles needs to be localized for Firefox 33",60,0,"1060680, 1060681, 1060682, 1060684, 1060685, 1060686, 1060687, 1073823","Client Software",1050643,"All",35.3,
1059591,"New Tab Page","edilee@mozilla.com","Incorrectly formatted remotely hosted links causes new tab to be empty",25,0,"975211, 1042876","Client Software","1050643, 1072706","All",35.2,
1062256,"New Tab Page","edilee@mozilla.com","Improve the design of the »What is this« bubble on about:newtab",34,1,1081157,"Client Software","1050643, 1063737","All",35.2,
1064515,"New Tab Page","edilee@mozilla.com","update learn more link for sponsored tiles overlay",13,0,,"Client Software",1050643,"All",35.2,
1068181,"New Tab Page","edilee@mozilla.com","NEW Indicator for Pinned Tiles on New Tab Page",35,0,,"Client Software",1050643,"All",35.2,
1070022,"New Tab Page","edilee@mozilla.com","Improve Contrast of Text on New Tab Page",28,0,,"Client Software",1050643,"All",35.2,
1071822,"New Tab Page","edilee@mozilla.com","update the learn more link in the tiles intro popup",16,0,,"Client Software",1050643,"All",35.2,
1073823,"New Tab Page","edilee@mozilla.com","Turn off enhanced tiles for all Firefox 33 users",12,1,"1056279, 1057602","Client Software","1050643, 1058971, 1075209, 1082051","All",35.3,
1081157,"New Tab Page","edilee@mozilla.com","""What is this page"" link appears on ""blank"" version of about:newtab",16,0,,"Client Software","1050643, 1062256","All","---","regression, ux-control, ux-minimalism"
1082051,"New Tab Page","edilee@mozilla.com","Enable enhanced tiles for desired locales on 33",9,1,1073823,"Client Software",1075209,"All",36.1,
1088729,"New Tab Page","edilee@mozilla.com","Only allow http(s) directory links and https/data images",32,0,1105099,"Client Software",1075209,"All",36.3,"sec-moderate"
1055507,"Tabbed Browser","ehsan.akhgari@gmail.com","Ctrl+Tab doesn't switch tabs in e10s mode",27,0,698371,"Client Software",653064,"x86","---",
989991,"Toolbars and Customization","enndeakin@gmail.com","Add animation to PanelUI-popup",17,0,"994117, 1027057, 1028519","Client Software",,"All","---",
994194,"Toolbars and Customization","enndeakin@gmail.com","Widget subview panels show unnecessary scrollbar when opened in the toolbar",40,0,,"Client Software","610545, 872617, 1009116","All","---",
1027057,"Toolbars and Customization","enndeakin@gmail.com","Panel animations have wrong anchor in RTL mode",22,0,,"Client Software","610545, 989991","x86",33.3,
1061147,"General","enndeakin@gmail.com","Tooltip timeout too quick to read XKCD",10,0,1083365,"Client Software",,"x86",35.3,
1004693,"General","evilpies@gmail.com","[e10s] Add keyword search does not work",6,1,,"Client Software","653064, 997462","x86_64","---",
1020651,"Preferences","evilpies@gmail.com","about:preferences do not work properly if browser.cache.disk.enable is false",9,0,795764,"Client Software",,"x86","---",
1054221,"New Tab Page","evilpies@gmail.com","[e10s] Make link click behave correctly",6,0,946450,"Client Software",,"x86_64","---",
1031351,"Developer Tools: Style Editor","fayearthur@gmail.com","Style Editor sidebar not showing all active CSS files",31,0,,"Client Software",711401,"All","---","regression, reproducible, testcase"
971054,"Translation","felipc@gmail.com","Create translation module",55,2,"971043, 1012522, 1012530, 1012532, 1012533, 1013963, 1013992, 1014007, 1014022, 1014598, 1022725, 1022729","Client Software","968950, 971060","All","---",
976554,"Translation","felipc@gmail.com","Replace content of webpage's text nodes with translation content (or back to original)",12,1,"971043, 976556","Client Software","973288, 973291, 976557","All","---",
976556,"Translation","felipc@gmail.com","Parse translation results back into our data structure",12,1,971043,"Client Software","973288, 976554","All","---",
1009760,"General","felipc@gmail.com","Hook up crash reporting for GMP plugins (openh264)",30,1,"1009764, 1035854, 1038961, 1039575, 1041226, 1054965","Client Software","948160, 985255, 1009765, 1012951, 1015800, 1017393, 1021232, 1053473, 1057484","All",34.3,
1012519,"Translation","felipc@gmail.com","Re-translation should use original content instead of newly translated content",22,0,,"Client Software","973271, 1014022","All","---",
1012530,"Translation","felipc@gmail.com","Reorder child nodes when swapping document state",18,1,,"Client Software","971054, 973271","All","---",
1012533,"Translation","felipc@gmail.com","Translation root inside root shouldn't be stringfied twice",7,0,,"Client Software","971054, 973271","All","---",
1014367,"Translation","felipc@gmail.com","API key support for translation",9,0,,"Client Software","973271, 1015521","All","---",
1014672,"Translation","felipc@gmail.com","& character translated to &amp;",12,0,,"Client Software",,"x86_64","---",
1015535,"Translation","felipc@gmail.com","Comment nodes shouldn't be considered for translation",6,0,,"Client Software","971043, 973271","All","---",
1023311,"Translation","felipc@gmail.com","translation.manifest needs to be packaged",10,0,,"Client Software",,"All","---",
1024757,"Translation","felipc@gmail.com","Translation opportunity FHR should include languages not in the supported list",20,0,,"Client Software","973271, 973293","All","---",
1063842,"General","felipc@gmail.com","Add in-product notification when e10s is first enabled",17,1,"1058358, 1063848","Client Software",1063680,"All",35.1,
1068210,"Tabbed Browser","felipc@gmail.com","[e10s] make the ""Try again"" button reload only the selected tab",12,0,,"Client Software","913651, 1045741, 1066653","x86",35.2,
1081296,"Translation","felipc@gmail.com","Translation - Add sumo link for promotional doorhanger",14,0,1072740,"Client Software",,"All",35.3,
1093689,"General","felipc@gmail.com","Update the e10s notification",12,0,,"Client Software",,"All",36.2,
976574,"Translation","florian@queze.net","Implement ""Translation Preferences"" option in infobar",27,0,"979424, 1009481, 1020245","Client Software","971044, 973295, 976573, 977648","All","---",
988297,"Translation","florian@queze.net","Language is changed if up/down arrow keys are used while translation infobar displays the error message",13,0,,"Client Software",,"All","---",
988336,"Translation","florian@queze.net","Firefox attempts to translate again the webpage when hitting enter key even if no button is highlighted",5,0,,"Client Software",,"All","---",
1000253,"General","florian@queze.net","Background tabs with persistent device permissions can access devices without the user noticing",38,0,,"Client Software","804611, 983158, 1015486","All","---","privacy, sec-moderate"
1008195,"Translation","florian@queze.net","Clicking on the notification icon should toggle the translation infobar",7,0,,"Client Software",,"All","---",
1012535,"Translation","florian@queze.net","Handle ""service unavailable"" errors",27,0,1027024,"Client Software",973271,"All","---",
1013537,"Translation","florian@queze.net","Implement animated translation icon for ""Translation in Progress"" infobar",10,0,1011588,"Client Software",973287,"All","---",
1015527,"Translation","florian@queze.net","Back/Forward navigation shouldn't break the Translation UI",17,0,971052,"Client Software",973271,"All","---",
1016342,"Translation","florian@queze.net","build translation by default",5,0,,"Client Software",,"All","---",
1016367,"Translation","florian@queze.net","Package @2x translation icons on Windows and Linux",3,0,,"Client Software",,"All","---",
1017560,"Translation","florian@queze.net","Choosing the same language will modify the state of Show Translation button",10,0,988275,"Client Software",,"All","---",
1022640,"Translation","florian@queze.net","the Translation UI disappears when tearing off a tab",9,0,,"Client Software",,"All","---",
1022856,"Translation","florian@queze.net","implement translation provider attribution",22,0,1032139,"Client Software","1021921, 1030739","All",33.2,
1025956,"Theme","florian@queze.net","Missing toolbarbutton-dropdown-arrow@2x.png file",12,0,,"Client Software",988481,"x86","---",
1027024,"Translation","florian@queze.net","Never translate 'language' disappears when close/open translation infobar using a expired key",26,0,,"Client Software",1012535,"All","---",
1029148,"Search","florian@queze.net","store ""current search engine"" configuration outside of prefs",55,0,"1048375, 1054960, 1083961","Client Software","1022903, 1031441","All",34.2,
1032139,"Translation","florian@queze.net","Make the 'Translations by' string localizable",31,0,"1034623, 1034625, 1034626, 1067011","Client Software",1022856,"All",34.1,
1037405,"General","florian@queze.net","implement the screen/window sharing doorhangers",29,0,"1037418, 1039529, 1041660, 1041687, 1041693","Client Software","1035577, 1037438, 1040061","All",34.1,
1037408,"General","florian@queze.net","implement the global getUserMedia indicator",23,1,"1037418, 1039529, 1041155, 1041658, 1041663, 1041667, 1041677, 1041679, 1041687, 1043372, 1067444","Client Software","1035577, 1037415, 1040061, 1042163, 1048230","All",34.1,
1037430,"General","florian@queze.net","implement webrtc global indicator in the Mac menubar",14,0,"1037433, 1039529, 1041155, 1041685, 1041687, 1045000","Client Software","1035577, 1040061","x86",34.1,
1041663,"General","florian@queze.net","handle dragging the global webrtc sharing indicator",17,0,,"Client Software","1037408, 1040061, 1048224","All",34.1,
1041685,"General","florian@queze.net","show hidpi icons in the mac global webrtc sharing indicator",14,0,,"Client Software","1016548, 1037430, 1040061","x86",34.2,
1041687,"Theme","florian@queze.net","replace place holder screensharing icons with final icons",9,0,1037418,"Client Software","1037405, 1037408, 1037430, 1040061","All",34.2,
1042163,"General","florian@queze.net","Visual issues with the global indicator for screen/device sharing",31,0,"1037408, 1043372","Client Software",1040061,"x86",34.2,
1046142,"Translation","florian@queze.net","Empty language to translate to drop down on localized builds",12,0,,"Client Software",1022413,"All",34.1,"regression"
1051855,"General","florian@queze.net","window sharing indicator on the URL bar stays on after stream.stop has been called",12,0,,"Client Software",1040061,"All",34.3,
1052779,"General","florian@queze.net","Clicking on Mac share icons does not get Firefox into focus",20,0,,"Client Software",1040061,"x86",34.3,
1056179,"General","florian@queze.net","WebRTC global indicator fails to open the sharing doorhanger if there's another notification before it",31,0,1067367,"Client Software",1040061,"x86_64",35.2,
1057006,"General","florian@queze.net","Implement UI for app sharing",16,0,"1036653, 1053221, 1058944, 1059220, 1059295","Client Software",1053215,"All",34.3,
1059220,"General","florian@queze.net","display window count of each application in applications list of the app share prompt",9,0,1058766,"Client Software","1053215, 1057006","All",34.3,
1063957,"Keyboard Navigation","florian@queze.net","Menu listing device access by websites empty if string for device set missing",11,0,1064909,"Client Software",1043372,"x86_64",35.2,
1064909,"General","florian@queze.net","ensure the menubar webrtc indicator doesn't use strings that don't exist on Firefox 34",8,0,,"Client Software","1043372, 1063957","All",35.3,
1067444,"General","florian@queze.net","Clicking the microphone button on the global webrtc sharing indicator opens a doorhanger with a camera icon",15,0,,"Client Software","876041, 1037408","x86",35.2,
1071626,"General","florian@queze.net","make the global WebRTC sharing indicators actually list the streams with e10s enabled",5,0,,"Client Software","653064, 849746, 973001","x86",35.3,
1072740,"Translation","florian@queze.net","Translation - Implement doorhanger for in-product promotion",22,0,"1072743, 1079559","Client Software",1081296,"All",35.3,
1072742,"Translation","florian@queze.net","Add more language targets for translation",13,0,,"Client Software",,"All",35.3,
1074202,"General","florian@queze.net","The WebRTC urlbar sharing indicator gets confused if 2 iframes on the same page are using different devices",12,0,,"Client Software",973001,"All",35.3,"regression"
1061003,"Developer Tools: Inspector","gabriel.luong@gmail.com","Add New Rule won't work in non-english locales",13,0,,"Client Software",,"x86","---",
1031018,"Menus","gavin.sharp@gmail.com","Add Firefox Marketplace to tools menu",16,0,,"Client Software",1048519,"All",35.3,
1031019,"Menus","gavin.sharp@gmail.com","Add a Firefox Marketplace button",21,0,1070202,"Client Software","1048519, 1077278","All",35.3,
1041516,"Shell Integration","gavin.sharp@gmail.com","Don't allow Firefox to be the default browser but not check on startup to see if it's still the default browser",16,0,,"Client Software",1088912,"All",36.1,
1060675,"Search","gavin.sharp@gmail.com","SearchBar formhistory drop down only shows 7 items when only searching form history",32,1,,"Client Software","1007979, 1060846","All",36.1,"regression, uiwanted"
